timestamp,txn_id,bank,method,status,latency_ms,amount
2026-02-01T10:39:11.325233,txn_1769922551325_5385,ICICI Bank,Net Banking,Success,144,100
2026-02-01T10:39:11.327768,txn_1769922551327_4476,ICICI Bank,Card,Fail,130,5000,GATEWAY_ERROR,2
2026-02-01T10:39:11.329545,txn_1769922551329_4330,AXIS Bank,UPI,Success,142,5000,,0
2026-02-01T10:39:11.330287,txn_1769922551330_6978,HDFC Bank,UPI,Success,597,100,,2
2026-02-01T10:39:11.331646,txn_1769922551331_1737,ICICI Bank,Card,Success,139,1500,,1
2026-02-01T10:39:11.333595,txn_1769922551333_8447,AXIS Bank,Card,Success,152,250
2026-02-01T10:39:11.334224,txn_1769922551334_5557,HDFC Bank,Card,Fail,563,2500,TIMEOUT,3
2026-02-01T10:39:11.335194,txn_1769922551335_7789,IDFC Bank,Net Banking,Success,143,5000,,0
2026-02-01T10:39:11.455299,txn_1769922551455_2015,ICICI Bank,Card,Success,161,1500,,1
2026-02-01T10:39:11.827571,txn_1769922551827_6206,AXIS Bank,UPI,Success,163,100
2026-02-01T10:39:11.829770,txn_1769922551829_2901,ICICI Bank,Card,Success,113,500,,0
2026-02-01T10:39:11.831492,txn_1769922551831_3119,AXIS Bank,Card,Success,152,2500,,2
2026-02-01T10:39:11.832714,txn_1769922551832_4197,AXIS Bank,Net Banking,Success,152,100,,1
2026-02-01T10:39:11.834158,txn_1769922551834_7392,AXIS Bank,UPI,Success,131,2500,,2
2026-02-01T10:39:11.835987,txn_1769922551835_4810,ICICI Bank,UPI,Success,116,1500
2026-02-01T10:39:11.840015,txn_1769922551840_3860,AXIS Bank,Card,Success,169,1500,,1
2026-02-01T10:39:11.840421,txn_1769922551840_9264,AXIS Bank,Net Banking,Success,169,1000,,2
2026-02-01T10:39:12.329246,txn_1769922552329_3055,ICICI Bank,Net Banking,Success,119,5000
2026-02-01T10:39:12.331347,txn_1769922552331_9605,AXIS Bank,Net Banking,Success,139,1000,,0
2026-02-01T10:39:12.332893,txn_1769922552332_2399,ICICI Bank,Card,Success,151,500,,1
2026-02-01T10:39:12.334293,txn_1769922552334_6423,AXIS Bank,Card,Success,138,1500,,1
2026-02-01T10:39:12.336047,txn_1769922552336_1418,ICICI Bank,Card,Success,134,1000,,0
2026-02-01T10:39:12.337465,txn_1769922552337_5355,ICICI Bank,Net Banking,Success,151,1500
2026-02-01T10:39:12.341503,txn_1769922552341_5957,AXIS Bank,Card,Success,147,5000,,2
2026-02-01T10:39:12.342558,txn_1769922552342_8804,AXIS Bank,UPI,Success,142,500,,0
2026-02-01T10:39:12.872809,txn_1769922552872_1167,ICICI Bank,Net Banking,Success,121,5000
2026-02-01T10:39:12.874910,txn_1769922552874_7099,AXIS Bank,Card,Success,120,5000,,0
2026-02-01T10:39:12.874043,txn_1769922552874_5121,AXIS Bank,UPI,Success,170,500,,0
2026-02-01T10:39:12.876430,txn_1769922552876_6196,ICICI Bank,UPI,Success,160,250
2026-02-01T10:39:12.876612,txn_1769922552876_1020,ICICI Bank,Card,Success,124,5000
2026-02-01T10:39:12.875838,txn_1769922552875_2716,AXIS Bank,UPI,Success,168,1000,,0
2026-02-01T10:39:12.872941,txn_1769922552872_9649,ICICI Bank,UPI,Success,165,100,,0
2026-02-01T10:39:12.880981,txn_1769922552880_4924,BOB Bank,Net Banking,Success,151,2500,,1
2026-02-01T10:39:12.882235,txn_1769922552882_1681,AXIS Bank,UPI,Success,145,250,,0
2026-02-01T10:39:12.878372,txn_1769922552878_2823,ICICI Bank,Net Banking,Success,123,250
2026-02-01T10:39:13.383119,txn_1769922553383_3213,AXIS Bank,UPI,Success,150,1000,,0
2026-02-01T10:39:13.384984,txn_1769922553384_5999,ICICI Bank,Card,Success,144,250
2026-02-01T10:39:13.387711,txn_1769922553387_4054,ICICI Bank,UPI,Success,141,1500,,0
2026-02-01T10:39:13.388083,txn_1769922553388_7203,IDFC Bank,UPI,Success,166,250,,1
0
2026-02-01T10:39:13.389298,txn_1769922553389_7538,AXIS Bank,Net Banking,Success,161,100,,0
2026-02-01T10:39:13.389803,txn_1769922553389_6898,ICICI Bank,Net Banking,Success,137,100,,0
2026-02-01T10:39:13.457046,txn_1769922553457_2310,ICICI Bank,Card,Success,150,250,,1
2026-02-01T10:39:13.884498,txn_1769922553884_6127,ICICI Bank,Card,Success,129,2500,,0
2026-02-01T10:39:13.884902,txn_1769922553884_3573,AXIS Bank,Net Banking,Success,162,5000
2026-02-01T10:39:13.887432,txn_1769922553887_7057,HDFC Bank,Card,Success,596,500
2026-02-01T10:39:13.891040,txn_1769922553891_8932,ICICI Bank,Net Banking,Success,152,1000,,0
2026-02-01T10:39:13.891951,txn_1769922553891_1521,ICICI Bank,Card,Success,140,500,,1
2026-02-01T10:39:13.892812,txn_1769922553892_7148,AXIS Bank,Net Banking,Success,170,500,,0
2026-02-01T10:39:13.893220,txn_1769922553893_5355,ICICI Bank,Net Banking,Success,139,5000,,2
2026-02-01T10:39:13.893477,txn_1769922553893_6375,ICICI Bank,UPI,Fail,144,500,AUTH_FAILURE,1
2026-02-01T10:39:14.386377,txn_1769922554386_3170,ICICI Bank,UPI,Success,145,250,,0
2026-02-01T10:39:14.386965,txn_1769922554386_5859,ICICI Bank,Card,Success,121,500
2026-02-01T10:39:14.388704,txn_1769922554388_1026,AXIS Bank,Card,Success,147,5000
2026-02-01T10:39:14.392316,txn_1769922554392_8576,ICICI Bank,UPI,Success,114,1500,,0
2026-02-01T10:39:14.395323,txn_1769922554395_3845,ICICI Bank,UPI,Success,119,5000,,0
2026-02-01T10:39:14.395945,txn_1769922554395_2224,AXIS Bank,Card,Success,148,500,,2
2026-02-01T10:39:14.396715,txn_1769922554396_3668,ICICI Bank,UPI,Success,167,1000,,0
2026-02-01T10:39:14.397334,txn_1769922554397_7296,AXIS Bank,UPI,Success,118,2500,,2
2026-02-01T10:39:14.884277,txn_1769922554884_3208,AXIS Bank,UPI,Success,166,2500
2026-02-01T10:39:14.888623,txn_1769922554888_3904,ICICI Bank,Card,Success,142,1500,,0
2026-02-01T10:39:14.888280,txn_1769922554888_6283,IDFC Bank,UPI,Success,138,100
2026-02-01T10:39:14.890880,txn_1769922554890_6572,ICICI Bank,Card,Success,135,2500
2026-02-01T10:39:14.892342,txn_1769922554892_1975,AXIS Bank,Net Banking,Fail,108,250
2026-02-01T10:39:14.893669,txn_1769922554893_9271,AXIS Bank,Net Banking,Fail,159,500,AUTH_FAILURE,0
2026-02-01T10:39:14.897575,txn_1769922554897_7719,AXIS Bank,Net Banking,Success,133,5000,,0
2026-02-01T10:39:14.898288,txn_1769922554898_3187,AXIS Bank,Card,Success,122,1500,,0
2026-02-01T10:39:14.899648,txn_1769922554899_5943,AXIS Bank,UPI,Success,162,250,,0
2026-02-01T10:39:14.899779,txn_1769922554899_4695,AXIS Bank,UPI,Success,117,250,,0
2026-02-01T10:39:15.390234,txn_1769922555390_8061,ICICI Bank,Net Banking,Success,124,100,,0
2026-02-01T10:39:15.393468,txn_1769922555393_3111,ICICI Bank,Net Banking,Success,150,500
2026-02-01T10:39:15.394407,txn_1769922555394_1800,ICICI Bank,UPI,Success,154,1500
2026-02-01T10:39:15.396039,txn_1769922555396_9434,ICICI Bank,Net Banking,Success,131,5000,,2
2026-02-01T10:39:15.398850,txn_1769922555398_1180,ICICI Bank,Card,Success,137,500,,1
2026-02-01T10:39:15.399964,txn_1769922555399_9175,AXIS Bank,Net Banking,Success,118,100,,0
2026-02-01T10:39:15.401314,txn_1769922555401_8531,AXIS Bank,Card,Success,146,500,,0
2026-02-01T10:39:15.402512,txn_1769922555402_7631,ICICI Bank,Net Banking,Success,166,1000,,0
2026-02-01T10:39:15.458941,txn_1769922555458_6749,AXIS Bank,UPI,Success,148,2500,,0
2026-02-01T10:39:15.892123,txn_1769922555892_1288,ICICI Bank,UPI,Success,133,500,,1
2026-02-01T10:39:15.895101,txn_1769922555895_2607,HDFC Bank,Net Banking,Success,618,1000
2026-02-01T10:39:15.896879,txn_1769922555896_6871,ICICI Bank,Card,Fail,139,2500
2026-02-01T10:39:15.897622,txn_1769922555897_3976,ICICI Bank,Card,Success,142,250,,0
2026-02-01T10:39:15.899994,txn_1769922555900_6313,AXIS Bank,Card,Success,171,1000,,0
2026-02-01T10:39:15.901664,txn_1769922555901_9927,ICICI Bank,Card,Success,119,1000,,1
2026-02-01T10:39:15.903497,txn_1769922555903_3589,AXIS Bank,UPI,Success,171,100,,1
2026-02-01T10:39:15.904024,txn_1769922555904_2417,HDFC Bank,Card,Success,570,1000,,1
2026-02-01T10:39:16.394279,txn_1769922556394_4926,AXIS Bank,Card,Success,145,250,,1
2026-02-01T10:39:16.396541,txn_1769922556396_7730,ICICI Bank,Card,Success,137,250
